Id_super_padre,Super_Padre_Name,Id_P,Nombre_P,P_Address,Tipo_P,Id_H,Nombre_H,Tipo_H,Id_N,Nombre_N,Tipo_N,Address,Size,DATE
506,SUNAT,3266,10.10.250.0/24 from 10.10.129.1,10.10.250.0/24,lan,,,,,,,,,28/11/2023
506,SUNAT,3428,10.10.134.0/24 from 10.10.250.1,10.10.134.0/24,lan,,,,,,,,,28/11/2023
506,SUNAT,3431,10.10.136.0/24 from 10.10.250.1,10.10.136.0/24,lan,,,,,,,,,28/11/2023
506,SUNAT,3434,10.10.135.0/24 from 10.10.250.1,10.10.135.0/24,lan,,,,,,,,,28/11/2023
506,SUNAT,2492,ED_VM_Network_10.10.252.0,10.10.252.0/24,lan,,,,,,,,,28/11/2023
506,SUNAT,2512,TEST_VPN_SSL_APM,10.20.30.0/24,lan,,,,,,,,,28/11/2023
506,SUNAT,2519,10.10.129.0/24 from 10.10.129.248,10.10.129.0/24,lan,,,,,,,,,28/11/2023
506,SUNAT,2522,10.10.144.0/24 from 10.10.129.248,10.10.144.0/24,lan,,,,,,,,,28/11/2023
506,SUNAT,2878,TEST_DUP2,172.17.10.128/26,lan,,,,,,,,,28/11/2023
506,SUNAT,2897,ED_NETWORKING_NET,10.10.129.0/24,lan,,,,,,,,,28/11/2023
506,SUNAT,2954,SD_EDATA,10.10.210.0/24,lan,,,,,,,,,28/11/2023
506,SUNAT,3263,10.10.190.0/24 from 10.10.129.1,10.10.190.0/24,lan,,,,,,,,,28/11/2023
